time,price
20181024,1745
20181023,1856
20181022,2028
20181021,2313
20181020,2166
20181017,1981
20181016,1877
20181015,1723
20181014,1581
20181013,1748
20181010,1907
20181009,2030
20181008,1898
20181007,2086
20181006,2260
20181003,2328
20181002,2459
20181001,2671
20180930,2550
20180929,2163
20180926,2163
20180925,1967
20180924,1821
20180923,1917
20180922,1926
20180918,1831
20180917,1699
20180916,1549
20180915,1648
20180912,1548
20180911,1422
20180910,1317
20180909,1132
20180908,1132
20180905,1083
20180904,989
20180903,900
20180902,849
20180901,835
20180829,861
20180828,847
20180827,847
20180826,896
20180825,836
20180821,764
20180820,706
20180819,648
20180818,644
20180815,637
20180814,639
20180813,658
20180812,654
20180811,640
20180808,620
20180807,620
20180806,634
20180805,634
20180804,635
20180801,669
20180731,655
20180730,618
20180729,631
20180728,641
20180727,636
20180726,636
20180725,636
20180724,643
20180723,659
20180722,671
20180721,688
20180718,667
20180717,675
20180716,689
20180715,700
20180714,700
20180711,700
20180710,700
20180708,700
20180707,698
20180704,703
20180703,665
20180702,654
20180701,659
20180630,675
20180627,666
20180626,678
20180625,706
20180624,720
20180623,719
20180620,712
20180619,726
20180618,755
20180617,724
20180613,664
20180612,630
20180611,634
20180610,647
20180609,647
20180603,647
20180602,632
20180530,615
20180529,622
20180528,624
20180527,639
20180526,645
20180523,631
20180522,632
20180521,632
20180520,644
20180519,656
20180516,645
20180515,664
20180514,666
20180513,640
20180512,615
20180509,604
20180508,634
20180507,610
20180506,601
20180505,637
20180501,654
20180430,671
20180429,662
20180428,666
20180425,692
20180424,692
20180423,651
20180422,664
20180421,666
20180418,677
20180417,661
20180416,656
20180415,680
20180411,681
20180410,708
20180409,689
20180408,713
20180407,724
20180404,735
20180403,749
20180328,739
20180327,734
20180326,745
20180325,757
20180319,759
20180318,731
20180317,745
20180314,737
20180313,721
20180312,729
20180311,724
20180310,734
20180307,748
20180306,734
20180305,750
20180304,758
20180303,767
20180228,795
20180227,792
20180226,759
20180225,762
20180224,766
20180221,774
20180219,782
20180218,786
20180217,799
20180214,816
20180213,801
20180212,809
20180210,793
20180207,825
20180206,826
20180205,844
20180204,870
20180203,836
20180131,840
20180130,846
20180129,877
20180128,906
20180127,834
20180124,815
20180123,852
20180122,828
20180121,855
20180120,826
20180117,779
20180116,768
20180115,800
20180114,822
20180113,805
20180110,770
20180109,800
20180108,783
20180107,733
20180106,708
20180103,676
20180102,690
20180101,693
20171231,671
20171230,717
20171227,733
20171226,704
20171225,708
20171224,725
20171223,721
20171220,729
20171219,749
20171218,749
20171217,716
20171216,704
20171215,684
20171214,684
20171213,684
20171212,686
20171211,689
20171210,699
20171209,691
20171205,692
20171204,699
20171203,703
20171202,727
20171129,711
20171128,682
20171126,688
20171125,696
20171122,689
20171121,697
20171120,695
20171118,704
20171115,703
20171114,722
20171113,718
20171112,702
20171111,708
20171108,704
20171107,709
20171106,729
20171105,718
20171104,731
20171101,750
20171031,770
20171030,733
20171029,722
20171028,705
20171025,685
20171024,695
20171023,681
20171022,701
20171021,717
20171018,697
20171017,667
20171016,670
20171015,684
20171014,687
20171011,651
20171010,665
20171009,670
20171008,660
20171007,719
20171004,741
20171003,721
20171002,739
20170927,752
20170926,763
20170925,759
20170924,742
20170923,738
20170920,751
20170919,771
20170918,765
20170917,766
20170916,774
20170913,777
20170912,797
20170911,800
20170910,767
20170906,810
20170905,823
20170904,832
20170903,799
20170902,750
20170830,724
20170829,734
20170828,736
20170827,710
20170826,693
20170823,641
20170822,658
20170821,655
20170820,673
20170819,677
20170816,652
20170815,657
20170814,666
20170813,676
20170812,685
20170809,681
20170808,698
20170807,707
20170806,695
20170802,690
20170801,706
20170731,716
20170730,692
20170729,660
20170726,682
20170725,717
20170724,692
20170723,641
20170722,607
20170719,624
20170718,615
20170717,573
20170716,573
20170715,573
20170712,573
20170711,573
20170710,585
20170709,580
20170708,592
20170705,605
20170704,641
20170703,634
20170702,580
20170701,594
20170628,604
20170625,600
20170624,605
20170621,624
20170620,635
20170619,642
20170618,643
20170617,664
20170614,644
20170613,634
20170612,629
20170611,641
20170610,646
20170607,659
20170606,658
20170603,673
20170531,681
20170530,702
20170529,676
20170528,716
20170527,725
20170524,667
20170523,626
20170522,640
20170521,644
20170520,680
20170517,643
20170516,607
20170515,611
20170514,630
20170513,655
20170510,639
20170509,635
20170508,695
20170507,677
20170506,706
20170503,753
20170502,770
20170501,746
20170430,772
20170429,768
20170426,707
20170424,770
20170423,840
20170422,917
20170419,902
20170418,830
20170417,899
20170416,979
20170415,931
20170412,847
20170410,787
20170409,716
20170408,656
20170405,631
20170404,632
20170403,581
20170329,547
20170328,563
20170327,512
20170326,466
20170325,424
20170318,386
20170315,352
20170314,320
20170313,291
20170312,265
20170311,265
20170308,265
20170307,265
20170306,268
20170305,273
20170304,281
20170301,293
20170228,298
20170227,299
20170226,301
20170225,300
20170222,306
20170221,301
20170220,299
20170219,304
20170218,311
20170215,313
20170214,303
20170213,307
20170212,321
20170211,325
20170208,330
20170207,331
20170206,331
20170205,332
20170204,337
20170201,340
20170131,343
20170130,340
20170129,340
20170128,351
20170125,342
20170124,347
20170123,345
20170122,357
20170121,357
20170118,355
20170117,336
20170116,342
20170115,348
20170114,358
20170111,356
20170109,359
20170108,341
20170107,358
20170104,345
20170103,358
20170102,361
20170101,370
20161231,373
20161228,378
20161227,372
20161226,379
20161225,382
20161224,384
20161221,379
20161220,375
20161219,376
20161218,380
20161214,371
20161213,388
20161212,381
20161211,389
20161210,388
20161207,383
20161206,381
20161205,387
20161204,390
20161203,388
20161129,400
20161127,400
20161126,394
20161123,393
20161122,399
20161121,420
20161119,416
20161116,416
20161115,416
20161114,416
20161113,416
20161112,416
20161109,416
20161108,416
20161107,416
20161106,416
20161105,416
20161102,416
20161101,416
20161031,416
20161030,416
20161029,416
20161028,416
20161027,416
20161026,416
20161025,416
20161024,400
20161023,411
20161022,425
20161019,413
20161018,402
20161017,391
20161016,386
20161015,386
20161012,393
20161010,393
20161009,392
20161008,397
20161005,399
20161004,393
20161003,397
20161002,398
20161001,405
20160928,401
20160927,397
20160926,402
20160925,398
20160924,404
20160921,395
20160919,403
20160918,395
20160917,397
20160914,400
20160913,402
20160911,390
20160910,392
20160907,393
20160906,399
20160905,402
20160904,399
20160903,401
20160831,404
20160830,401
20160829,403
20160828,403
20160827,405
20160824,411
20160823,410
20160822,407
20160821,414
20160820,417
20160817,420
20160816,418
20160815,421
20160814,419
20160813,420
20160810,421
20160809,419
20160808,428
20160807,435
20160806,440
20160803,440
20160802,434
20160801,437
20160731,451
20160727,446
20160726,447
20160725,452
20160724,465
20160723,465
20160720,487
20160719,489
20160718,481
20160717,442
20160716,473
20160713,473
20160712,473
20160711,473
20160710,473
20160709,488
20160705,497
20160704,508
20160703,470
20160702,457
20160629,442
20160628,432
20160626,409
20160625,413
20160622,409
20160621,401
20160620,408
20160619,411
20160618,411
20160615,409
20160614,399
20160613,411
20160612,415
20160611,433
20160608,435
20160607,437
20160606,451
20160605,460
20160601,457
20160531,453
20160530,467
20160529,464
20160528,468
20160525,473
20160524,468
20160523,473
20160521,473
20160518,479
20160517,476
20160516,480
20160515,483
20160514,482
20160511,483
20160510,496
20160509,504
20160508,498
20160507,499
20160504,512
20160503,530
20160502,506
20160501,486
20160430,490
20160427,484
20160426,486
20160425,487
20160424,495
20160423,497
20160420,489
20160419,516
20160418,515
20160417,494
20160416,490
20160413,506
20160412,516
20160411,521
20160410,530
20160409,532
20160406,588
20160405,552
20160404,528
20160403,539
20160402,544
20160330,512
20160329,492
20160328,481
20160327,486
20160326,496
20160316,468
20160315,465
20160314,482
20160312,494
20160309,517
20160308,498
20160307,518
20160306,550
20160305,562
20160302,576
20160301,602
20160229,588
20160228,599
20160227,600
20160224,589
20160223,598
20160222,600
20160221,594
20160220,613
20160217,605
20160216,602
20160215,618
20160214,628
20160213,617
20160210,655
20160209,696
20160208,706
20160207,617
20160206,568
20160203,555
20160202,578
20160201,576
20160131,592
20160130,603
20160127,601
20160126,572
20160125,565
20160124,587
20160123,584
20160120,598
20160119,586
20160118,527
20160117,508
20160116,504
20160113,501
20160112,494
20160111,494
20160110,496
20160109,505
20160106,512
20160105,520
20160104,498
20160103,501
20160102,516
20151230,503
20151228,516
20151227,546
20151226,510
20151223,485
20151222,488
20151221,500
20151220,508
20151219,510
20151216,532
20151215,544
20151214,523
20151213,531
20151209,520
20151208,531
20151207,526
20151206,505
20151205,510
20151201,511
20151130,565
20151129,520
20151128,457
20151125,412
20151124,398
20151123,389
20151122,398
20151121,405
20151118,380
20151117,374
20151116,358
20151115,362
20151114,395
20151111,394
20151110,359
20151109,360
20151108,358
20151107,362
20151104,358
20151103,353
20151102,345
20151101,352
20151031,371
20151028,340
20151027,349
20151026,343
20151025,388
20151021,400
20151020,403
20151019,411
20151018,427
20151017,444
20151014,439
20151013,417
20151012,410
20151011,410
20151010,403
20151007,418
20151006,404
20151005,404
20151004,397
20151003,406
20150930,410
20150929,401
20150928,405
20150927,405
20150926,431
20150923,439
20150922,418
20150921,408
20150920,425
20150919,443
20150916,439
20150915,450
20150914,472
20150913,461
20150912,422
20150909,399
20150908,389
20150907,400
20150906,412
20150905,436
20150902,436
20150901,436
20150831,436
20150830,446
20150829,459
20150826,452
20150825,442
20150824,443
20150823,452
20150822,454
20150819,472
20150818,468
20150817,491
20150816,457
20150815,497
20150812,502
20150810,511
20150809,518
20150808,534
20150805,530
20150804,557
20150803,745
20150802,546
20150801,546
20150729,12478
20150728,12478
20150727,12478
20150726,12478
20150725,12478
20150722,12478
20150721,12478
20150720,12478
20150719,12478
20150715,12478
20150714,13678
20150713,14218
20150712,13608
20150711,14813
20150707,11091
20150706,9876
20150705,9876
20150704,9876
20150701,9876
20150630,9651
20150629,9651
20150628,9651
20150627,8500
20150624,8000
20150623,7550
20150622,7510
20150621,7027
20150620,7027
20150617,7000
20150616,6509
20150615,6500
20150614,6500
20150613,6770
20150610,7000
20150609,7000
20150608,7000
20150607,7000
20150606,7000
20150602,7000
20150601,7000
20150531,7000
20150530,7000
20150527,7000
20150526,7000
20150525,7000
20150524,7000
20150523,7000
20150520,7100
20150519,7100
20150518,6963
20150517,6963
20150513,6963
20150512,7000
20150511,7000
20150510,7000
20150509,7000
20150506,7000
20150505,7000
20150504,7000
20150503,7000
20150429,7000
20150428,7000
20150427,7000
20150426,7723
20150425,7723
20150422,7723
20150421,7723
20150420,7723
20150419,7723
20150418,7723
20150415,7723
20150414,7723
20150413,7723
20150412,7901
20150411,7901
20150408,7901
20150407,7901
20150406,7901
20150405,7901
20150404,7901
20150331,7901
20150330,7901
20150329,7901
20150328,7901
20150325,7901
20150318,7901
20150317,7901
20150316,7901
20150315,7901
20150314,7901
20150311,7901
20150310,7700
20150309,7700
20150308,7700
20150307,7700
20150304,7700
20150303,7700
20150302,7700
20150301,7700
20150228,7700
20150225,7700
20150224,7563
20150223,7563
20150222,7084
20150221,6997
20150218,6997
20150217,6997
20150216,6997
20150215,6997
20150214,6997
20150210,4800
20150209,4800
20150208,4800
20150207,4800
20150204,4800
20150203,4800
20150202,4800
20150201,5265
20150131,5265
20150128,5265
20150127,5265
20150126,5265
20150125,5628
20150124,5058
20150121,5058
20150120,5058
20150119,4925
20150118,4925
20150117,4925
20150114,3930
20150113,3100
20150112,3100
20150111,3100
20150110,3100
20150107,3000
20150106,4123
20150105,4123
20150104,4123
20150103,4123
20141231,4123
20141230,4123
20141229,4123
20141228,4123
20141227,4123
20141224,4123
20141222,4123
20141220,4123
20141217,4123
20141216,4123
20141215,4123
20141214,4123
20141210,4123
20141209,4123
20141208,4123
20141207,4123
20141206,4123
20141203,3616
20141202,3616
20141201,3616
20141130,3616
20141129,3616
20141126,3616
20141125,3000
20141124,3000
20141123,3000
20141122,3000
20141119,3000
20141118,3000
20141117,3000
20141116,3000
20141115,3000
20141112,3000
20141111,3600
20141110,3600
20141109,3600
20141108,3600
20141105,3600
20141102,3600
20141101,3600
20141029,3600
20141028,3600
20141027,3600
20141026,3600
20141025,2740
20141022,2740
20141021,2740
20141020,2740
20141019,3020
20141018,3020
20141015,3020
20141014,3020
20141012,3020
20141011,3020
20141008,3020
20141007,3020
20141006,3020
20141004,3020
20141001,3020
20140930,3020
20140929,3020
20140928,3020
20140927,3020
20140924,3020
20140923,3020
20140922,4000
20140921,4000
20140920,4000
20140917,4000
20140916,4000
20140915,4000
20140914,4000
20140913,3964
20140910,3291
20140909,3302
20140908,3302
20140907,2692
20140906,2692
20140903,2692
20140902,2692
20140901,2692
20140831,2692
20140830,2692
20140827,2692
20140826,2692
20140825,2692
20140824,2692
20140823,2692
20140820,2692
20140819,2692
20140818,2692
20140817,2110
20140816,2110
20140813,2110
20140812,2110
20140811,2110
20140810,2110
20140809,2810
20140806,2810
20140805,2810
20140804,2810
20140803,2810
20140802,2810
20140728,2110
20140727,2110
20140726,2110
20140723,2110
20140722,2110
20140721,2110
20140720,2110
20140716,2110
20140715,2110
20140714,2110
20140713,2110
20140712,2110
20140709,2110
20140708,2100
20140707,2100
20140706,2070
20140705,2070
20140702,2070
20140701,3169
20140630,3169
20140629,3169
20140628,3169
20140625,3169
20140624,3229
20140623,3229
20140622,3000
20140621,3000
20140618,3000
20140617,3000
20140616,3000
20140615,3000
20140614,2949
20140611,2711
20140610,2747
20140609,2747
20140608,2687
20140607,2778
20140603,2386
20140602,1470
20140601,1470
20140531,1501
20140528,1501
20140526,1501
20140525,1699
20140524,1692
20140521,1284
20140520,1284
20140519,1284
20140518,1284
20140517,1412
20140514,1700
20140512,1691
20140511,1305
20140510,1305
20140507,1200
20140506,1200
20140505,1200
20140504,1200
20140503,1200
20140430,1377
20140429,1377
20140428,1377
20140427,1377
20140426,1377
20140423,1442
20140422,1442
20140421,1442
20140420,1442
20140419,1442
20140416,1442
20140415,1442
20140414,1442
20140413,1442
20140412,1442
20140409,1300
20140408,1300
20140407,1174
20140406,1174
20140405,1174
20140331,1290
20140330,1290
20140329,1290
20140326,1111
20140325,1200
20140319,1200
20140318,1200
20140317,1200
20140316,1200
20140315,1200
20140312,1200
20140311,1200
20140310,1200
20140309,1476
20140308,1476
20140305,1476
20140304,1220
20140303,1220
20140302,1220
20140301,1220
20140226,1220
20140225,1500
20140224,1500
20140223,1500
20140222,1490
20140219,1490
20140218,1460
20140217,1501
20140216,1492
20140215,1492
20140212,1492
20140210,1492
20140209,1492
20140208,1492
20140205,1503
20140204,1502
20140203,1502
20140202,1502
20140201,1502
20140129,1502
20140128,1496
20140127,1496
20140126,1496
20140125,1496
20140122,1496
20140121,1496
20140120,1502
20140118,1502
20140115,1502
20140114,1502
20140113,1502
20140112,1200
20140111,1200
20140108,1200
20140107,1200
20140106,1200
20140105,1200
20140104,1200
20140101,1000
20131230,1000
20131229,1000
20131228,1000
20131225,1000
20131224,950
20131222,950
20131221,950
20131218,950
20131217,950
20131216,950
20131215,950
20131214,950
20131211,950
20131210,950
20131209,950
20131208,950
20131207,950
20131204,950
20131203,950
20131202,950
20131201,950
20131130,950
20131127,950
20131126,950
20131125,950
20131124,950
20131123,950
20131120,950
20131119,950
20131118,950
20131117,950
20131116,950
20131112,950
20131111,950
20131110,950
20131109,950
20131106,950
20131105,950
20131104,950
20131103,950
20131102,950
20131030,950
20131029,950
20131028,950
20131027,950
20131026,950
20131023,950
20131022,950
20131021,950
20131020,950
20131019,1000
20131015,1000
20131014,1000
20131013,1000
20131012,1000
20131009,1000
20131008,1000
20131007,1000
20131006,1000
20131005,1000
20131002,1000
20131001,1000
20130930,1000
20130929,1000
20130928,1000
20130925,1000
20130924,1000
20130923,1000
20130922,1000
20130921,1000
20130918,1000
20130917,1000
20130916,1000
20130915,1000
20130914,1000
20130911,1000
20130910,1000
20130909,1000
20130908,1000
20130907,1000
20130904,1000
20130903,1000
20130901,1000
20130831,1000
20130828,1000
20130827,1000
20130826,1000
20130825,1000
20130824,1000
20130821,1000
20130820,1000
20130819,1000
20130818,1000
20130817,1000
20130814,1000
20130813,1000
20130812,1000
20130811,1000
20130810,1000
20130807,1000
20130806,1000
20130805,1000
20130804,1000
20130803,1000
20130731,1000
20130729,1000
20130728,1000
20130727,1000
20130724,1000
20130723,1000
20130722,1000
20130721,1000
20130720,1000
20130717,1000
20130716,1000
20130715,1000
20130714,1000
20130713,1000
20130710,1000
20130709,1000
20130708,1000
20130707,1000
20130706,1000
20130703,1000
20130702,1000
20130701,1000
20130630,1000
20130629,1000
20130626,1000
20130625,1000
20130623,1000
20130622,1000
20130619,1000
20130618,1000
20130617,1000
20130616,1000
20130615,1000
20130612,1000
20130611,1000
20130610,1000
20130609,1000
20130608,1000
20130603,1000
20130602,1000
20130601,1000
20130529,1000
20130528,1000
20130527,1000
20130526,1000
20130525,1000
20130522,1000
20130521,1000
20130520,1000
20130519,1000
20130518,1000
20130515,1000
20130514,1000
20130513,1000
20130512,1000
20130511,1000
20130508,1000
20130507,1000
20130506,1000
20130505,1000
20130504,1000
20130501,1000
20130430,1000
20130429,1000
20130428,1000
20130427,1000
20130424,1000
20130423,1000
20130422,1000
20130421,1000
20130420,1000
20130417,1000
20130416,1000
20130415,1000
20130413,1000
20130410,1000
20130409,1000
20130408,1000
20130407,1000
20130406,1000
20130403,1000
20130331,1000
20130330,1000
20130327,1000
20130326,1000
20130325,1000
20130318,1000
20130317,1000
20130316,1000
20130313,1000
20130312,1000
20130311,1000
20130310,1000
20130309,1000
20130306,1000
20130305,1000
20130304,1000
20130303,1000
20130302,1000
20130227,1000
20130226,1000
20130225,1000
20130224,1000
20130223,1000
20130220,1000
20130219,1000
20130218,1000
20130217,1000
20130216,1000
20130213,1000
20130212,1000
20130211,1000
20130209,1000
20130206,1000
20130205,1000
20130204,1000
20130203,1000
20130202,1000
20130130,1000
20130128,1000
20130127,1000
20130126,1000
20130123,1000
20130122,1000
20130121,1000
20130120,1000
20130119,1000
20130116,1000
20130115,1000
20130114,1000
20130113,1000
20130109,1000
20130108,1000
20130107,1000
20130106,1000
20130102,1000
20130101,1000
20121231,1000
20121230,1000
20121229,1000
20121226,1000
20121225,1000
20121224,1000
20121223,1000
20121222,1000
20121219,1000
20121218,1000
20121217,1000
20121216,1000
20121215,1000
20121212,1000
20121211,1000
20121210,1000
20121209,1000
20121208,1000
20121205,1000
20121204,1000
20121203,1000
20121202,1000
20121201,1000
20121128,1000
20121127,1000
20121126,1000
20121121,1000
20121120,1000
20121119,1000
20121118,1000
20121117,1000
20121114,1000
20121113,1000
20121112,1000
20121111,1000
20121110,1000
20121107,1000
20121106,1000
20121105,1000
20121104,1000
20121031,1000
20121030,1000
20121029,1000
20121028,1000
20121027,1000
20121024,1000
20121023,1000
20121022,1000
20121021,1000
20121020,1000
20121017,1000
20121016,1000
20121015,1000
20121014,1000
20121013,1000
20121010,1000
20121009,1000
20121008,1000
20121007,1000
20121006,1000
20121003,1000
20121002,1000
20121001,1000
20120930,1000
20120929,1000
20120926,1000
20120925,1000
20120924,1000
20120923,1000
